userName,score,content
Wong Oerip,3,"saran sy untuk batas waktu pengiriman untuk si penjual jgn 4 hari,2 hari aja lebih baik.Karena kdg kita menunggu agar secepatnya utk dikirim malah si penjual seenaknya tdk segera ngirim barangnya sampai tunggu 4 hari terkatung katung yg akhirnya barang tdk segera dikirim dan batal otomatis"
didi sagito,5,Tq. Bukalapak atas aplikasi belanjanya semoga selalu mendapat tempat di masyarakat indonesia.
Wahyudi handayani,5,E commerce terpercaya... selalu beli disini dan juga jika ada kesalahan bayar dikita uangnya mudah dikembalikan ke saldo DANA
Medy Brigez,5,"aplikasi bagus sangat membantu sekali, terimakasih bukalapak"
Woro Hilmi,5,Saya beli lewat cod ternyata barangnya bagus seauey pesanan terima kasih Buka lapapak
Nirwan Widyanto,5,Mantap banget kak saya suka aplikasinya bisnis lancar 🥰🙏
Pengguna Google,4,"Respon untuk complain sgt lama & tidak ada kejelasan, sy beli pulsa 100rb transaksi sudah dibayar tiba2 keterangan mengenai kendala & sy lanjut pembayaran ulang invoice yg sama setelah dcek ibanking transaksi sebelum nya jg udh motong saldo rekening, jd 2x bayar untuk 1 invoice. Smp skr uang sy belum kembali & tdk ada kejelasan !!!!!! bbrp thn pake apk BL bru kli ini sy sangat kecewa!!!"
Kama Ludin0382,5,Banyak fitur yg bisa dlakukan di aplikasi ini dan sangat mudah
irwan wander,5,"Pelayanan nya bagus mengutamakan pembeli,sangat menjaga keamanan barang pesanan pembeli makasih pada sememya karyawan bukalapak sukses selalu"
Sese !,5,Mantap pengiriman cepat dan amanah 👍
Lina Zai,5,Sangat baik dan mudah di pahami pokok nya aplikasi Bukalapak terbaik
RJ. jecky 26,5,Ngga pernah kecewa belanja di bukalapak Berikan terus kepuasaan buat castamer good buat seller n kirim ny
Pengguna Google,5,seringkali sdh tdk terhitung....menggunakan apk buka lapak sangatlah memuaskan. trims buka lapak
Bayu Cahyo,4,Kepuasan belanja dengan aplikasi bukalapak sangatlah terjamin keamananya.. Jd gx usah ragu lg.
Vania,5,"Bukalapak Mantap tenan , semua lancar. Sukses selalu."
M.Rizky Pratama,1,"Akhirnya marketplace Bukalapak bertekuk lutut juga dengan demam budaya ASING, saya sebagai pengguna setia merasa sangat kecewa dengan kebijakan kepemimpinan yang sekarang, kami cuma butuh kemudahan berbelanja bukan promosi budaya ASING ! #DISAPPOINTED"
Iwan Sudarmawan,5,"Ruaar biasa , memudahkan belanja ...... top dah."
Agus Ahonk,5,Pengalaman belanja online yg memuaskan
Trie Sapta,3,"Terlalu lamban kalau untuk top up, jdi cuma bisa 3 bintang,"
Ricky Bagus,1,Kenapa buka dompet saya di bekukan oleh pihak Bukalapak? Trs saya sudah menghubungi pihak Bukalapak tp gak ada jawaban maupun responnya sama kemarin ? Trs kalo gak bisa di hubungi pihak Bukalapaknya nasib uang saya yang di bekukan gimana ?
rano trio,5,Sangat membantu di zaman ere digital in Thank Bukalapak.. Transaksi terjamin respon cepat Dan aman
Subki Duabelas12,5,Aplikasi mudah di gunakan untuk komplinan costamer sangatlah cepat dan membantu terimakasih bukalapak sukses slalu.
Chepy Gunawan,3,"tolong dong kalau metode cod ada pilihan kurirnya, jadi bisa milih kurir.. Sekarang saya lebih suka market place sebelah, karna gratis ongkos kirim nya bukan potongan tanpa batas dan bisa pilih kurir untuk metode cod.."
Kuswanto 3110,5,Bukalapak memang oke....blanja makin gampang ga repot aplikasi sangat bagus sangat membantu.tingkatkan terus dan sukses selalu bukalapak mantul.
ARISTON NORMALINUS HALAWA,1,"BUKALAPAK PENIPU.!Transaksi penjualan bukareksa saya tidak kunjung di proses di nomor transaksi BIB625281. Bukalapak menerbitkan regulasi ttg pencairan produk bukareksa maks. 7 hari bursa. Tapi ini sudah 11 hari bursa sejak transaksi saya di setujui dari tanggal 13-27 Mei belum juga di proses, akan tetapi banyak alasan2 yang tidak jelas. Saya heran saja kepada bukalapak. Knp disaat saya melakukan pembelian produk bukareksa langsung berhasil dan tidak ada kendala. Tiba penjualan banyak kendala."
CAH GALARUM 22,5,Alhamdulillah.. setiap order sesuai trs Mantap moga tambah amanah
febrian ahyar,5,"harga pulsa murah,, aplikasi lancar"
Richie Dukalang,5,"Mantap Bukalapak, toko toko respon dan proses orderan dan pengirimannya cepat sampai."
Winaye Pasek,1,udh ada peningkatan dikit .. dulu coin kreditnya ilang sekarng voucer data dikurngin trus smpe 5% memng gak niat buat komsumn senang klo gtu trus bkl hapus bukalapak pindah ke yg lain aja
Takustom,5,"Cek Lapak Takustom ya. Hanya di Aplikasi Bukalapak, belanja gak pake ribet, sudah OJk, aplikasi gak berat, scrol barang enak, masuk keranjang juva gampamg, ada fitur mengingatkan,punya layanan keamanan.customer service nya juga ramah dan pelayanannya cepat, beraneka ragam pilihan barang ada di sni. yuk instal bukalapak segera. banyak promo menariknya"
Muhtadin,1,Sangat sangat sulit sekali untuk komplain. Saya transaksi sudah 8 hari hp yang baru saya beli belum sampai juga. Mau live chat tidak ada. Up ke Facebook juga tidak ada jawabannya. Mau komplain juga error. Chat ke penjual juga bohong terus. Mau kemana lagi coba komplainnya. Parah parah pokok nya
yulna aja,1,"Buka lapak skarang makin kesini makin buruk,,saya pesan hp transaksi udah dan sudah 1 Minggu lebih barang blm di kirim,, bukabantuan tidak bisa call servise,,chat sama pelapak jawaban nya besok di kirim dikirim saja.tp barang tidak di kirim Sy minta cancel tp ga di cancel cancel sama pelapak,,,, masa kalah sama toko pedia yang ada batas waktu nya bila barang tidak di kirim dngn waktu yang di tentukan batal otomatis Saya mau buka lapak seperti toko pedia bila barng tidak di kirim batal otomatis"
Mahdi Di,5,Kalau bisa login tanpa otp aman saldo saya wkwk
Septiana Sari,5,Aplikasinya bagus fitur-fiturnya juga jelas saya jadi paham cara mengerjakan pelatihan prakerja terimakasih bukalapak aplikasi nya sangat membantu
Adi Herwan,4,Sangat Cukup membantu saya dlm belanja online...mohon iklannya di kurangi
Adi 95,1,"Maaf saya kasih 1 bintang kemarin saya rugi 600 ribu dari pelapak bukalapak atas nama lapak ""CHIP CHOP DOMINO"", yg menipu dgn membeli chip domino higgs saya 10B, mengapa bisa pihak bukalapak memberi kesempatan penipu masuk ke aplikasi ini, tanpa meminta data diri si pelapak, saya berharap pihak bukalapak memblokir identitas si penipu agar tidak masuk lagi ke aplikasi ini"
Feri ME,4,Limit playlater di up donk masak dari dulu segitu aja kan saya gk pernah lambat dalam pembayaran
sodix in,3,"batas waktu pengembalian dana jika barang tidak di kirim terlalu lama,, dan gak bisa di batalkan karena sudah di proses,,mau order pelapak lain jadi haburkan uang aja, tapi yg di pesan tak kunjung di kirim..."
Basrun Bas,5,"Bagus.tapi tolong tindak lanjuti penjual pulsa, saldo sudah kepotong pulsanya sampai saat ini tidak masuk ke nomor penerimah."
christina yakub,5,Lebih murah untuk harga topup pulsa dan tagihan👍🏽
Aris Budiman,1,"Ini kenapa ko gk bisa lihat status pengiriman, ko gk kya dulu lagi sih"
ivan Gonds,3,Bukalapak harus diperbanyak gratis ongkir nya lahh...masa kalah saing sama yg sebelah sono...
Saiful Subahri,4,Kalau bisa di tingkatkan lagi dan jikalau barang sudah tidak ada tolong segera di hapus biar tidak ribet
Hani Kania Dewi,5,"Pesanan slalu cepat apalagi pke grab instan...toko nya amanah"" banget packing nya aman ..makasih yaaa"
Wiedya Shandra,5,Senang bukalapak disini. Orderan masuk banyak. Pencairan juga cepat
Ika Supriati,5,Para penjual nya sejauh ini amanah.. aplikasi nya mudah
Nur Aisyah,5,Biaya pelayanan nya terlalu mahal
Bujange biyunge,5,Kualitas produk sangat bagus dan harga terjangkau terimakasih.
Afa Collection,5,Jangan sering di update.... Kasihan yang kapasitas internal gadget nya rendah
Rahmat Gunawan,5,Sederhana / simple. Belanja jadi mudah Jadi ingin belanja terus😊
Syamsul Cahyadi,1,Dulu saya kasih 2 bintang...kemudian jd 5 bintang...! Tapi setelah berulang2 pengajuan paylater dari awal punya akun bukalapak hingga saat ini tdk disetujui/ditolak terus...yaaa cukup 1 bintang ajalahh...alasannya gak jelas banget..!! 😀
Two J,5,"Semakin banyak promo, mantap"
Firman Nurwegian,5,Sangat aman dan membantu untuk berbelanja dari rumah sukses truss bukalapak
Igo Stuff,5,"Sangat membantu jika ingin, beli belanja barang keperluan..."
Dede Fuji,5,Apk sangat bagus. Membantu kebutuhan sehari2
Asus Sunegede,3,Banyak teman2 saya beralih ke platform lain karena di Bukalapak gratis ongkir makin pelitl. Banyak banget yg pindah. Semoga Bukalapak menyadari hal ini sebelum makin banyak lagi yang beralih ke lain hati... ini masukan saja
Ranny Sulangi,1,aplikasi yang sangat buruk... saya udah uplod produk digital di lapak saya tapi disaat mau di cari pengguna lain nda ketemu/hilang dari lapak
Rima Puspita Sari,1,Pengiriman nya lambat tidak sesuai sama deskripsi yang tertulis!
Dodik Oktara,5,"Banyak promo nya, gratis ongkir juga"
Ari Wahyu,1,Nomer hp hilang suruh foto ktp foto tabungan foto diri tapi halaman suruh ngisi nya ga ada aplikasi aneh
Ono Cahyono,5,Bagus responsip masalah..tanks...mantap. banget..👍👍👍👍👍👍👍💗
Egi Mulyana,5,"Ok apk nya mantap, tapi sayang gak bisa menggunakan payleter"
Ra HiMi,1,"Sangat tidak memberikan kenyamanan terhadap kostumer, dompet di bekukan namun tidak ada kejelasan dalam memperbaiki nyaa. Lelahhhhhh"
Agung Utama,1,"Nyesel gw pake paylatter cm mndesak Khbisan kuota MLM"" kira"" dong beli pulsa 75rb kok biaya pengelolaan y 20rb .. gw uninstall ini app"
johanest widarto,5,Sangat membantu dan memudahkan dlm membeli barang
e di,5,Mantap gan.sesuai deskripsi uda yang ke 2x beli disini.puas
frans sipahutar,5,"blanja gampang, claim barangpun gampang"
Ucha GamingTV,5,Transaksi sangat mudah aman dan cepat ayo buruan dowload bukalapak
Indra Indra Masyuraa,5,Baik dan terus tingkat kan
Acong Porog,1,Pelatihan prakerja saya tidak ada padahal saya sudah membelinya dan juga kode voucher untuk pelatihannya juga tidak ada /tidak terkirim gimana sih
oriza sativa,5,"Terbaik, belanja di bukalapak mudah dan aman"
Marta Safitri,1,Ini bagaimana cara batal transaksi ? Option batal transaksi gk ada
kakak hol,1,Pesanan saya sudah lama sekali.di tunggu masih belum sampai.di komplain tidak bisa.
Ronheaven 76,5,"Musim COD dan Gratis ongkir, klu bisa semua barang bisa via COD..mksih"
Fathurrohman Fathurrohman,5,Pelayanan cepat barang sesuai pesanan trims Bukalapak belanja semakin nyaman dan mudah
Eka Ningsih,5,"Pengiriman cepat,semoga pelayanan semakin baik lagi..."
Mondayy,1,"Akun saya mengalami masalah, saya menghubungi cs nya di fb, whatsapp live chat gak ada balasan sama sekali."
Prabuhamba,5,"Dari Pengalaman, Mayoritas Pelapak Terpercaya (Produknya Sesuai Dengan Yang Dideskripsikan). Harga Cukup Terjangkau. Kurir Kurirnya Terhitut Cepat. Semoga Terus Berkembang & Berkah."
Mulia Di Santri,4,Sedia gratis ongkir ya lebih banyak
Arip Darmawan,5,"Mudah, cepat dan bersahabat"
lili tjan 2006,5,Bagus dan cepat
deuis fauziah,5,Bagus dan menyenangkan semoga kedepannya selalu bisa menjaga kenyaman dalam bertransaksi
shaqueenaA.S,5,"Bagus, yang saya suka dari bukalapak adalah ketika barang tidak sampai,atw tidak di kirim, uang kita bisa kebali, jadi jangan takut belanja di bukalapak"
Hardiyanto,1,"Sudah beberapa kali batalin transaksi prosesnya lama, kenapa harus nunggu persetujuan dari pelapak? Sedangkan pelapak tidak aktif.. Saya batalin karena sudah lebih dari 24jam pesanan saya belum diproses"
Ocha Yunda,5,Banyakk promo jadi makin betah belanja online😁
Anah Haqiqi,5,Mudah aman dan nyaman.
AHLIS NAFFAR,5,respon cepat bagus oke barang sesuai yg di tawarkan...kiriman cepat
Muhamad Ramdan,5,Hati hati belanja di buka lapak retur di persulit minim solusi masalah tidak pernah beres
Debby Tan,5,"Ongkir nya free dong, harga produknpun hrs bersaing dan lbh murah lagi dr toko sebelah. Hehehehe......"
Lukman Junior,1,Voucher belanja saya kenaapa hilang setelah dibatalin dr sistem saya rugi dong kl gni...tolong voucher belanja kembalikan dong kl orderan saya dihilangkan
arif nurachman,3,Ketentuan voucher terbatas kurang fleksibel tidak bisa dipakai untuk semua metode pembayaran
Rijen Sijabat,5,Lebih gampang di buat
RISWANSYAH CHANNEL,1,"Saya sangat kecewa sekali, 1 kali transaksi udah kena tipu, ternyata banyak tukang tipu bergentayangan di Bukalapak, tolong lebih di ketatkan syarat-syarat buka akun untuk pelapak....saya sangat sangat kecewa sekali dan menderita kerugian"
T M,1,"Makin lama aplikasi ini makin ga jelas, deposit sudah 2 hari ga masuk juga, dikomplain lewat live chat juga ga ada balasan, lewat no wa juga gak ada balasan, apa memang harus lewat call center komplainnya? Harus pake berbayar? Sangat merugikan konsumen... makin lama makin ribet.."
NURAENI,5,Sangat membantu dan mudah dipahami
Ardi Tedja,5,"Setelah saya update ko jd agak lambat ya, aplikasi nya, untuk yg lain nya sy rasa cukup memuaskan & fitur² nya bagus."
Ana Kila,5,Aplikasi ya sangat membantu dalam proses segala sesuatu dengan mudah..
Ari Manunggaling,5,Untuk pemakaian sistem COD bagi penjual tolong ditingkatkan lagi 🙏🏻
Alung Sport,1,Aplikasi gak jelas bangke sengaj gw instal pengen ngasih bintang satu .klw perlu gak usah di kasih bintang
Risnanda Dwi Kurniawan,1,Admin saya udah uplod barang tapi di produk unggulan atau halaman toko saya gak tampil
gotty equinox,5,Transaksi sangat simple
Sabree Andree123,5,aplikasi belanja online yg smp saat ini masih top.
agus wibowo,1,aq ganti bintang 1 karena merugikan pembeli dan menguntungkan pelapak karena sudah 2 hari pelapak tidak mengirimkan pesanan ke ekspedisi/kurir dan pihak pembeli tidak bisa melakukan pembatalan....sangat mengecewakan dan pastinya tidak akan menggunakan aplikasi ini lagi
Jama Rizal,5,Bagus dan cukup ditingkatkan produk penjualanny mksh
Maulana Malik Ibrohim,4,Lumayan ada sedikit perubahan cuman sedikit kendala kurang smoth ketika pindah ke halaman lain berat
Putri Cellular,1,"Barang rusak sudah di video dan di komplain tp tetap ga bisa return, ga lagi2 pakai Bukalapak dah, sudah anti saya, padahal saya juga penjual tp Tidak seperti lapak sebelah yg klo tanpa tanggapan dari penjual berarti dana bisa return, lha ini sudah di jelaskan dan penjual tanpa respon tp tetap kalah."
anton aja,1,"kumat lagi bukalapak, log out sendiri giliran mau log in lagi nggak bisa cok"
Sutrisna Sutrisna,5,Pengiriman selalu cepat 👍👍👍👍👍
ahdiyan yudi,5,"Tolong aplikasi jangan dibuat terlalu berat. Tambah diperbaharui, tambah berat & kadang bisa black screen. Diuji dulu sebelum publish"
Febri Jembar,5,Bagus tp sistem barang sampai di mananya tidak ada .cuman itu aja sich yg lain okelah
Andrimulia Karekel,1,Mohon bantuannya habis ganti hp tidak bisa upload barang. Admin customer servis tidak memberi solusi
Betha Vixzer96,1,Aplikasi seller nya gak jelas... Barang saya di kirim dari Januari.. Sampek sekarang masih stuck di gudang nya... Mau ajuin komplen ke buka lapak fitur nya gk ada... Kejelasan barang saya tidak jelas... Giliran pembeli yang komplen cepat tanggapan nya... Menyengsarakan seller
Johan Hutagaol,1,"Woi gimana mau bayar paylater nya kalau akunnya di block, tapi penagihan terus wa konyol dasar bukalapak"
Zainilmi Stg,3,Bonus voucer nya hanya untuk pembayar tertentu saja!!!!!!! kenapa kl pk briva bnusnya tdk bisa di pakai ndak ok!!!!
Ridho,1,"Jualan bukannya untung malah buntung dong,gara gara jadi super seller ptnganya terlalu tinggi"
chenel Ivank,2,"Awal nya bagus.. Setelah saya beli barang tidak di antarkan transaksi sudah.. Barang blm juga di antarkan sudah 1minggu lebih,uangpun tdk di kembalikan,Saya komplen ke tokony juga gagal mengirim komplen an sya..mksd ya apa?"
NAJA LOMIN,3,"Saya turunin satu, barang sdh 2 lebaran tidak samapai, beli ahir romadhon tahun lalu menjelang lebaran. Okelah pihak pengirim yg salah, tapi apa mereka ga pernah nyimak yg kita beli..."
Ryant Putera,5,Sangat bagus. Tidak pernah mengecewakan. Sistem benar-benar tertata. Tidak akan ada penipuan. Karena ada masa pengiriman yg di batasi. Sehingga saat pepalak tidak segera mengirimkan pesanan sistem langsung kembalikan dana yg di transfer.
Zainal Muttaqin,1,"barang lagi kosong,. stok di ubah jadi nol gag bisa.. minimal 1 stok.. mintanya di hapus postingan klo habis.. terus klo ada stok baru,. buat posting lagi.. repot banget.. gag bisa liat liat ulasan dari orang2 yang beli. ..kalo gag ada barangnya.. ngirim nya pakai barang apa woiii... stupit banget applikasi ini..gag seperti di jualan online yang lain bisa di ubah jadi nol...aku jadi dapat feedback negatif"
agus setiyono,5,Udah tau no g akfif tapi bolak balik lagi log in nya Verivikasinya banyakin jgn cuma lewat sms
suryadi yadi,2,"halo bukalapak tolong dong live chatnya di permudah, saya kirim komplainan gagal terus ..🙏 saya sudah bayar angsuran ternyata gagal dan akhirnya saya kena denda .. biasanya jg bayar dijam tersebut ga masalah .. merugikan ! mana denda nya 10% .. kalah yang lain ..."
Zila Husain,5,Suka banget belanja makin enak pakai payleter tapi sayang limite masi sedikit
awans coocies,1,"Lemot,makin lama makin ga jelas arahnya.setiap cari barang lebih banyak iklanya dr pd produk rekomendasi."
m hanafi,5,"Pembelian produk aman bnget di buka lapak,, karna proses dana nya masuk ke bukalapak dulu,, setelah barang di terima PEMBELI bukalapak baru membayar ke pelapak.. Top cerr deh BUKALAPAK"
Raden panji,1,"Aplikasi berat banget untuk di buka,setelah update ya tetap aja lemot poollll"
Atut Prasetyarini,5,Produk bagus dan harga terjangkau
ananta 3n,5,"Saya tidak bisa login, akun bukalapak saya, no hp tidak aktif lagi, tidak bisa terima OTP, email masih ada, sebelumnya saya masih login di akun bukalapak saya, saya logout tidak bisa login lagi, karna no sudah ga aktif tidak bisa terima OTP lagi, masuk via email tetap minta OTP, di bukabantuan https//bukl.pk/appreview juga, saya buka tidak ada menu penyeselesain masalah ini saya temukan, fitur Live Chat juga tidak ada, mohon bagaimana caranya saya bisa login kembali ke akun bukalapak saya Thx"
Haji Sugyarto,5,Tanggap dan sangat membantu kebutuhan
Aprin Yuri,5,"Mantap, semua bisa lewat genggaman, aplikasinya bagus dan sangat membantu semoga kedepan banyak bonusnya.."
Rahmat Nursan,5,Keren transaksi nya bagus super cepat
budi santoso,5,Sangat membantu. Belanja apa saja serba bisa di Bukalapak
