	informal	formal
1258	ketemuan	bertemu
1259	ketum	ketua umum
1260	keur	sedang
1261	kg	kilogram
1262	kgn	rindu
1263	kid	anak
1264	kids	anak-anak
1265	kieu	seperti ini
1266	kinclong	berkilau
1267	kinda	agak
1268	kings	raja-raja
1269	kira2	kira-kira
1270	kirain	saya kira
1271	kitaa	kita
1272	kito	kita
1273	kitu	begitu
1274	kk	kakak
1275	kkk	oke
1276	kkkk	oke
1277	kkkkk	oke
1278	kl	kalau
1279	klau	kalau
1280	klean	kalian
1281	kliatan	kelihatan
1282	klo	kalau
1283	kls	kelas
1284	klu	kalau
1285	kluar	keluar
1286	kluarga	keluarga
1287	klw	kalau
1288	km	kamu
1289	kmaren	kemarin
1290	kmh	bagaimana
1291	kmn	ke mana
1292	kmna	kemana
1293	kmren	kemarin
1294	kmrin	kemarin
1295	kmrn	kemarin
1296	kmu	kamu
1297	knapa	kenapa
1298	knows	tahu
1299	knp	kenapa
1300	knpa	mengapa
1301	kntl	kontol
1302	ko	mengapa
1303	kocheng	kucing
1304	koffie	kopi
1305	kog	kenapa
1306	komen	komentar
1307	kominfo	komunikasi dan informasi
1308	komp	komputer
1309	komplek	kompleks
1310	kopdar	kopi darat
1311	koq	mengapa
1312	korean	korea
1313	kosan	indekos
1314	kost	indekos
1315	kotagede	kota besar
1316	kowe	kamu
1317	koyo	koyok
1318	kp	kerja praktek
1319	kpd	kepada
1320	kpn	kapan
1321	kppn	kapan
1322	kramat	keramat
1323	kraton	keraton
1324	kreatifitas	kreativitas
1325	krn	karena
1326	krna	karena
1327	ksh	kasih
1328	ksr	kasar
1329	kt	kita
1330	ktemu	bertemu
1331	ktmu	bertemu
1332	kuingin	Aku ingin
1333	kulineran	berkuliner
1334	kulo	saya
1335	kumaha	bagaimana
1336	kurangi	mengurangi
1337	kurangin	kurangi
1338	ku	aku
1339	kuy	ayo
1340	kuyy	ayo
1341	kuyyy	ayo
1342	kw	kualitas
1343	kwalitas	kualitas
1344	kwkw	hahaha
1345	kwkwk	hahaha
1346	kwkwkw	hahaha
1347	ky	seperti
1348	kya	seperti
1349	kyak	seperti
1350	kayak	seperti
1351	kyk	seperti
1352	kyknya	seperti nya
1353	kzl	kesal
1354	laaah	lah
1355	laah	lah
1356	laen	lain
1357	lagii	lagi
1358	lagiii	lagi
1359	lagiiii	lagi
1360	lagu2	lagu-lagu
1361	lahh	lah
1362	lahhh	lah
1363	lahiran	melahirkan
1364	laki2	laki-laki
1365	lakuin	lakukan
1366	lalui	melalui
1367	lama2	lama-lama
1368	lanjutin	lanjutkan
1369	lansung	langsung
1370	laper	lapar
1371	largest	terbesar
1372	latian	latihan
1373	lau	kalau
1374	launching	peluncuran
1375	lbh	lebih
1376	lbih	lebih
1377	le	sang
1378	leaders	pemimpin
1379	lebay	berlebihan
1380	legends	legenda
1381	leh	lah
1382	lemot	lambat
1383	lessons	pelajaran
1384	lets	ayo
1385	letting	membiarkan
1386	lewati	melewati
1387	lewatin	melewati
1388	lg	lagi
1389	lgi	lagi
1390	lgsg	langsung
1391	lgsung	langsung
1392	lheue	lho
1393	lhok	lho
1394	lhooo	loh
1395	liat2	lihat-lihat
1396	liatin	lihatkan
1397	liatnya	melihat -nya
1398	lies	bohong
1399	lifes	kehidupan-kehidupan
1400	lifestyle	gaya hidup
1401	lights	lampu-lampu
1402	liked	disukai
1403	lines	garis
1404	lips	bibir
1405	lives	hidup
1406	lmao	hahaha
1407	lngsng	langsung
1408	lngsung	langsung
1409	locals	lokal
1410	located	berlokasi
1411	loe	kamu
1412	lohh	lho
1413	lohhh	lho
1414	lol	hahaha
1415	lom	belum
1416	looks	wajah
1417	looo	kamu
1418	loved	dicintai
1419	lovers	pasangan
1420	loves	mencintai
1421	lp	lupa
1422	lsg	langsung
1423	lt	lantai
1424	luarbiasa	luar biasa
1425	lupain	lupakan
1426	lur	teman-teman
1427	luruuss	lurus
1428	luv	cinta
1429	luwih	lebih
1430	lwat	lewat
1431	maacih	terima kasih
1432	maafin	maafkan
1433	maap	maaf
1434	maapin	maafkan
1435	maba	mahasiswa baru
1436	mabar	main bersama
1437	mabok	mabuk
1438	macem	macam
1439	maem	makan
1440	maen	main
1441	maenan	mainan
1442	maennya	mainnya
1443	mager	malas bergerak
1444	mahasiswai	mahasiswa
1445	mahluk	makhluk
1446	main2	main-main
1447	mainin	mainkan
1448	makan2	makan-makan
1449	makane	makanya
1450	makannya	oleh sebab itu
1451	makasar	makassar
1452	makasi	terima kasih
1453	makasih	terima kasih
1454	makasihh	terima kasih
1455	makasihhh	terima kasih
1456	makasii	terima kasih
1457	mke	pakai
1458	make	pakai
1459	makes	membuat
1460	makeup	make up
1461	maksa	memaksa
1462	malam2	malam-malam
1463	malang	ngalam
1464	malem	malam
1465	malem2	malam-malam
1466	males	malas
1467	malls	mal
1468	malming	malam minggu
1469	mamam	makan
1470	mampet	mampat
1471	mancing	memancing
1472	maneh	lagi
1473	mangat	semangat
1474	manggil	memanggil
1475	manjah	manja
1476	mans	laki-laki
1477	mantab	mantap
1478	mantapp	mantap
1479	mantau	memantau
1480	manteman	teman-teman
1481	mantep	mantap
1482	mantul	mantap sekali
1483	maqna	makna
1484	marah2	marah-marah
1485	marahin	memarahi
1486	masa2	masa-masa
1487	masalalu	masa lalu
1488	masang	memasang
1489	masi	masih
1490	masing2	masing-masing
1491	maskeran	memakai masker
1492	masok	masuk
1493	masukin	memasukan
1494	matahati	mata hati
1495	matiin	matikan
1496	matkul	mata kuliah
1497	matters	berpengaruh
1498	mauu	mau
1499	mauuu	mau
1500	mauuuu	mau
1501	max	maksimal
1502	mayan	lumayan
1503	mba	mbak
1504	mbaa	mbak
1505	mbaaa	mbak
1506	mbak2	mbak-mbak
1507	mbanya	mbaknya
1508	mbk	mbak
1509	mblo	jomlo
1510	mboh	tidak mau
1511	mboten	tidak
1512	mbuh	belum
1513	mcm	macam
1514	me	aku
1515	means	artinya
1516	medsos	sosial media
1517	mee	aku
1518	meets	menemui
1519	meetup	pertemuan
1520	megang	memegang
1521	mekdi	mcd
1522	melow	lembut
1523	melu	ikut
1524	meluk	memeluk
1525	members	anggota
1526	memories	kenangan
1527	meneh	tetap saja
1528	mengcape	lelah
1529	menghianati	mengkhianati
1530	mengkezel	kesal
1531	mengkonsumsi	mengonsumsi
1532	mengmarah	marah
1533	mengpede	percaya diri
1534	mengsedih	sedih
1535	mengseneng	senang
1536	menpar	kementrian pariwisata
1537	mensukseskan	menyukseskan
1538	mentri	menteri
1539	merci	terima kasih
1540	mergo	karena
1541	mesen	pesan
1542	metu	keluar
1543	mgkin	mungkin
1544	mgkn	mungkin
1545	mh	mah
1546	mhn	mohon
1547	micin	vestin
1548	midtown	tengah kota
1549	mikir	berpikir
1550	mikirin	memikirkan
1551	mikirnya	pikirnya
1552	miles	mil
1553	milih	memilih
1554	milyar	miliar
1555	mimin	admin
1556	mimpiin	memimpikan
1557	minjem	pinjam
1558	minutes	menit
1559	missed	luput
1560	mistakes	kesalahan
1561	mk	maka
1562	mkan	makan
1563	mkn	makan
1564	mksdnya	maksudnya
1565	mksh	terima kasih
1566	mksih	terima kasih
1567	ml	bercinta
1568	mlaku	berjalan
1569	mlati	melati
1570	mls	malas
1571	mm	hmm
1572	mmg	memang
1573	mmng	memang
1574	mn	mana
1575	mngkin	mungkin
1576	mnjadi	menjadi
1577	mnta	minta
1578	mo	mau
1579	mom	ibu
1580	moments	saat-saat
1581	moms	ibu-ibu
1582	monday	senin
1583	monggo	silakan
1584	monitoring	pengawasan
1585	monmaap	mohon maaf
1586	months	berbulan-bulan
1587	mosok	masa
1588	mothers	ibu-ibu
1589	motoin	memfotokan
1590	motong	memotong
1591	motret	memotret
1592	mountains	pegunungan
1593	movies	film-film
1594	mreka	mereka
1595	mrk	mereka
1596	mrs	ibu
1597	ms	yang benar
1598	msh	masih
1599	msi	masih
1600	msih	masih
1601	msk	masuk
1602	mslh	masalah
1603	msuk	masuk
1604	mt	mati
1605	muaro	muara
1606	mudah2an	mudah-mudahan
1607	muke	muka
1608	mukul	memukul
1609	mukulin	memukuli
1610	mulu	melulu
1611	muncak	memuncak
1612	muter	berputar
1613	mutualan	mutual
1614	mv	video musik
1615	mw	mau
1616	my	milikku
1617	mz	mas
1618	nabrak	menabrak
1619	nabung	menabung
1620	naek	naik
1621	nagih	menagih
1622	naha	kenapa
1623	nahan	menahan
1624	nahh	nah
1625	naikin	menaikkan
1626	naikturun	naik turun
1627	nails	kuku
1628	naksir	menaksir
1629	nambah	menambah
1630	nambahin	menambahkan
1631	nampol	pukul
1632	nanggung	tanggung
1633	nangis	menangis
1634	nanya	bertanya
1635	nanyain	menanyakan
1636	naon	apa
1637	nari	menari
1638	narik	menarik
1639	nasgor	nasi goreng
1640	nawarin	menawarkan
1641	nda	tidak
1642	ndak	tidak
1643	ndelok	melihat
1644	ndeso	kampungan
1645	ndk	tidak
1646	ndut	gendut
1647	ne	ini
1648	needed	dibutuhkan
1649	nego	negosiasi
1650	negri	negeri
1651	neh	ini
1652	nelpon	menelepon
1653	nemenin	menemani
1654	nemu	menemukan
1655	nemuin	menemukan
1656	nengok	menengok
1657	nerima	menerima
1658	ngabarin	mengabari
1659	ngabisin	menghabiskan
1660	ngabuburit	berkumpul
1661	ngaca	berkaca
1662	ngadain	mengadakan
1663	ngadem	mendinginkan
1664	ngadepin	menghadapi
1665	ngadu	mengadu
1666	ngajak	mengajak
1667	ngajakin	mengajak
1668	ngajar	mengajar
1669	ngajarin	mengajarkan
1670	ngaji	mengaji
1671	ngak	nggak
1672	ngakak	tertawa
1673	ngaku	mengaku
1674	ngakunya	mengakunya
1675	ngalah	mengalah
1676	ngalahin	mengalahkan
1677	ngalamin	mengalami
1678	ngambek	marah
1679	ngambil	mengambil
1680	ngamen	mengamen
1681	ngampus	ke kampus
1682	ngamuk	mengamuk
1683	ngangenin	mengangeni
1684	nganggur	menganggur
1685	nganter	mengantar
1686	nganterin	mengantar
1687	nganti	mengantri
1688	ngantor	ke kantor
1689	ngantri	mengantri
1690	ngantuk	mengantuk
1691	nganu	meanu
1692	ngapus	menghapus
1693	ngapa	mengapa
1694	ngapa2in	melakukan
1695	ngapain	sedang apa
1696	ngarep	berharap
1697	ngaruh	berpengaruh
1698	ngasi	memberi
1699	ngasih	memberi
1700	ngatain	mengatai
1701	ngatur	mengatur
1702	ngawur	asal-asalan
1703	ngebacot	banyak bicara
1704	ngebayangin	membayangkan
1705	ngebolang	berpetualang
1706	ngebuat	membuat
1707	ngechat	mengirim pesan
1708	ngedate	berkencan
1709	ngedit	mengedit
1710	ngefans	menggemari
1711	ngegas	mengegas
1712	ngeh	sadar
1713	ngejar	mengejar
1714	ngelakuin	melakukan
1715	ngelamar	melamar
1716	ngeles	mengelak
1717	ngeliat	melihat
1718	ngeliatin	melihat
1719	ngelihat	melihat
1720	ngeluarin	mengeluarkan
1721	ngeluh	mengeluh
1722	ngemil	menghabiskan meal
1723	ngene	begini
1724	ngentot	mengentot
1725	ngepost	memasang
1726	ngerasa	merasa
1727	ngerasain	merasakan
1728	ngerjain	mengerjakan
1729	ngerokok	merokok
1730	ngerti	mengerti
1731	ngeselin	mengesalkan
1732	ngeteh	mengeteh
1733	ngetik	mengetik
1734	ngetweet	membuat tweet
1735	ngetwit	menulis cuitan
1736	ngewe	bercumbu
1737	ngga	tidak
1738	nggak	tidak
1739	nggeh	iya
1740	nggih	iya
1741	nggk	tidak
1742	nggo	silahkan
1743	ngidam	mengidam
1744	ngikut	mengikuti
1745	ngikutin	mengikuti
1746	ngilang	menghilang
1747	ngilangin	menghilangkan
1748	ngiler	tergoda
1749	nginap	menginap
1750	nginep	menginap
1751	ngingetin	mengingatkan
1752	ngintip	mengintip
1753	ngirim	mengirim
1754	ngisi	mengisi
1755	ngitung	menghitung
1756	ngk	tidak
1757	ngmg	berbicara
1758	ngmng	mengobrol
1759	ngobrol	mengobrol
1760	ngobrolin	mengobrol
1761	ngoceh	berbicara
1762	ngombe	minum
1763	ngomel	memarah
1764	ngomong	bicara
1765	ngomongin	membicarakan
1766	ngomongnya	omongannya
1767	ngono	begitu
1768	ngopi	minum kopi
1769	ngotot	mengotot
1770	ngucapin	mengucapkan
1771	ngulang	mengulang
1772	ngumpul	berkumpul
1773	ngumpulin	mengumpulkan
1774	ngundang	mengundang
1775	ngunyah	mengunyah
1776	ngupi	minum kopi
1777	ngurus	mengurus
1778	ngurusin	mengurusi
1779	ngutang	berhutang
1780	nich	ini
1781	nie	ini
1782	nihh	ini
1783	nihhh	ini
1784	niih	ini
1785	niii	ini
1786	nikahan	pernikahan
1787	nikmatin	menikmati
1788	ninggalin	meninggalkan
1789	nipu	tipu
1790	nite	malam
1791	nitip	menitip
1792	njing	anjing
1793	njirr	anjing
1794	nmr	nomor
1795	nnt	nanti
1796	nnti	nanti
1797	nntn	nonton
1798	nnton	menonton
1799	no111	nol
1800	nobar	nonton bareng
1801	noh	itu
1802	nolak	menolak
1803	nongkrong	menongkrong
1804	nonton	menonton
1805	nontonin	menonton
1806	nontonnya	menontonnya
1807	noob	pemula
1808	nopember	november
1809	notif	notifikasi
1810	nov	november
1811	ntah	entah
1812	ntar	sebentar
1813	ntn	menonton
1814	ntr	sebentar
1815	ntap	mantap
1816	ntaps	mantap
1817	ntapzz	mantap
1818	ntaaappss	mantap
1819	nugas	menugas
1820	nuhun	iya
1821	nulis	menulis
1822	numpak	naik
1823	numpang	menumpang
1824	numpuk	menumpuk
1825	nunggu	menunggu
1826	nungguin	menunggu
1827	nunjukin	menunjukkan
1828	nurut	menurut
1829	nutup	menutup
1830	nuwun	terima kasih
1831	nyadar	tersadar
1832	nyakitin	menyakiti
1833	nyalahin	menyalahkan
1834	nyalain	menyalakan
1835	nyalakan	menyalakan
1836	nyambung	menyambung
1837	nyampah	menyampah
1838	nyampe	sampai
1839	nyanding	menyanding
1840	nyangka	menyangka
1841	nyangkut	menyangkut
1842	nyantai	bersantai
1843	nyanyiin	menyanyikan
1844	nyapa	menyapa
1845	nyari	mencari
1846	nyariin	mencarikan
1847	nyasar	tersesat
1848	nyebelin	menyebalkan
1849	nyebrang	menyebrang
1850	nyebut	menyebut
1851	nyemil	mengemil
1852	nyempil	menyempil
1853	nyender	menyandar
1854	nyenengin	menyenangkan
1855	nyerah	menyerah
1856	nyesal	menyesal
1857	nyesek	sesak
1858	nyesel	menyesal
1859	nyet	monyet
1860	nyetir	menyetir
1861	nyiapin	menyiapkan
1862	nyicil	menyicil
1863	nyimak	menyimak
1864	nyindir	menyindir
1865	nyo	ayo
1866	nyoba	mencoba
1867	nyobain	mencoba
1868	nyoblos	mencoblos
1869	nyokap	ibu
1870	nyuruh	menyuruh
1871	nyusahin	menyusahkan
1872	nyusul	menyusul
1873	oalah	walah
1874	oceans	laut
1875	oct	oktober
1876	october	oktober
1877	oey	oi
1878	of	dari
1879	offers	tawaran
1880	og	original
1881	oge	juga
1882	oiya	oh iya
1883	ojo	jangan
1884	ojol	ojek online
1885	ok	iya
1886	okay	oke
1887	okeh	oke
1888	okey	oke
1889	oleh2	oleh-oleh
1890	olshop	toko online
1891	omah	rumah
1892	omong	bicara
1893	omg	Ya Tuhan
1894	ongkir	ongkos kirim
1895	onlen	online
1896	ono	ada
1897	oom	om
1898	ootd	pakaian hari ini
1899	op	operator
1900	openbooking	buka pemesanan
1901	opened	terbuka
1902	opo	apa
1903	or	atau
1904	orang2	orang-orang
1905	orangtua	orang tua
1906	orderan	pesanan
1907	orderannya	pesanannya
1908	org	orang
1909	org2	orang-orang
1910	orgnya	orangnya
1911	ori	original
1912	ormas	organisasi massa
1913	orng	orang
1914	ortu	orang tua
1915	os	operating system
1916	otewe	dalam perjalanan
1917	others	lain-lain
1918	otw	dalam perjalanan
1919	oy	hai
1920	oya	iya
1921	paan	apa
1922	pabji	PUBG
1923	packing	berkemas
1924	padasuka	pada suka
1925	mesti	harus
1926	pagi2	pagi-pagi
1927	pagii	pagi
1928	pagiii	pagi
1929	pagiiii	pagi
1930	pahami	memahami
1931	paid	dibayar
1932	pait	pahit
1933	pake	memakai
1934	pakenya	pakainya
1935	pakeknya	pakainya
1936	pakek	pakai
1937	paketan	paket
1938	pampe	sampai
1939	pamutusan	pemutusan
1940	panas2	panas-panas
1941	pantengin	menunggui
1942	pantes	pantas
1943	pantesan	pantas saja
1944	parahh	parah
1945	parents	orang tua
1946	parfume	parfum
1947	parpol	partai politik
1948	parts	bagian
1949	pasih	apa sih
1950	paslon	pasangan calon
1951	pas	ketika
1952	passed	terlewat
1953	pb	point blank
1954	pc	komputer
1955	pcs	satuan
1956	pcx	pak
1957	pd	pada
1958	pda	pada
1959	pdahal	padahal
1960	pdhal	padahal
1961	pdhl	padahal
1962	pdt	padat
1963	pede	percaya diri
1964	pegel	pegal
1965	pegi	pergi
1966	pelakor	perebut lelaki orang
1967	pemko	pemerintah kota
1968	pemprov	pemerintah provinsi
1969	pendikar	pendekar
1970	pengen	ingin
1971	pengennya	ingin-nya
1972	peoples	orang-orang
1973	peptalk	kata motivasi
1974	perhatiin	perhatikan
1975	perna	pernah
1976	pesen	pesan
1977	pesenan	pesanan
1978	petrus	pepet terus
1979	pg	pagi
1980	pgi	pagi
1981	pgn	ingin
1982	photos	foto-foto
1983	php	pemberi harapan palsu
1984	pics	gambar
1985	pictures	foto
1986	pikirin	pikirkan
1987	pileg	pilek
1988	pilpres	pemilihan presiden
1989	pingin	ingin
1990	pinjem	pinjam
1991	pinter	pintar
1992	piro	berapa
1993	pisan	juga
1994	piye	bagaimana
1995	pjg	panjang
1996	pk	pakai
1997	pke	pakai
1998	pkl	pukul
1999	pku	pusat kesehatan umum
2000	places	tempat-tempat
2001	planning	rencana
2002	plans	rencana-rencana
2003	played	dimainkan
2004	players	pemain
2005	playing	bermain
2006	plg	pulang
2007	plis	please
2008	pliss	tolong
2009	plisss	tolong
2010	plng	pulang
2011	pls	mohon
2012	plt	pelaksana tugas
2013	pltu	pembangkit listrik tenaga uap
2014	pms	sindrom pra menstruasi
2015	png	pingin
2016	pngen	ingin
2017	pnting	penting
2018	pny	punya
2019	pnya	punya
2020	points	poin-poin
2021	pokoke	pokoknya
2022	pokonya	pokoknya
2023	polbek	follow back
2024	polwan	polisi wanita
2025	ponpes	pondok pesantren
2026	ponsel	telepon selular
2027	postingan	post
2028	poto	foto
2029	pp	pulang-pergi
2030	ppsu	penanganan sarana dan prasarana umum
2031	pr	pekerjaan rumah
2032	prancis	Perancis
2033	prayers	doa
2034	preparing	menyiapkan
2035	presented	ditampilkan
2036	presents	hadiah
2037	prewed	pra-nikah
2038	prewedding	pranikah
2039	pricelist	daftar harga
2040	prnah	pernah
2041	prnh	pernah
2042	problems	masalah
2043	products	produk
2044	profdr	prof dr
2045	proud	bangga
2046	prov	provinsi
2047	psti	pasti
2048	puede	percaya diri
2049	pulak	pula
2050	pulkam	pulang kampung
2051	pulo	pulau
2052	punten	permisi
2053	pura2	pura-pura
2054	putera	putra
2055	qaqa	kakak
2056	qm	kamu
2057	qt	kita
2058	qta	kita
2059	qu	ku
2060	quando	kapan
2061	que	kue
2062	questions	pertanyaan-pertanyaan
2063	quotes	kutipan
2064	rabb	allah
2065	rafting	arung jeram
2066	rakor	rapat koordinasi
2067	rame2	ramai-ramai
2068	rangorang	orang-orang
2069	rapih	rapi
2070	rapopo	tidak apa-apa
2071	rasah	rasa
2072	rasain	merasakan
2073	rasane	rasanya
2074	rata2	rata-rata
2075	realized	tersadar
2076	reasons	alasan
2077	recomended	direkomendasikan
2078	recommended	disarankan
2079	records	catatan
2080	rejekinya	rezekinya
2081	rekan2	rekan-rekan
2082	relaxing	relaksasi
2083	released	dikeluarkan
2084	req	permintaan
2085	residences	tempat tinggal
2086	resleting	ritsleting
2087	resorts	resor
2088	resto	restoran
2089	results	hasil-hasil
2090	ribet	rumit
2091	ribs	tulang rusuk
2092	rights	hak-hak
2093	ringroad	jalan lingkar
2094	rm	rumah makan
2095	rmh	rumah
2096	rmv	menghilangkan
2097	roads	jalan
2098	roasted	panggang
2099	robb	tuhan
2100	rockstar	bintang rock
2101	roemah	rumah
2102	rooftop	atap
2103	rooms	ruangan
2104	roots	akar
2105	roso	rasa
2106	rp	rupiah
2107	rs	rumah sakit
2108	rsi	rumah sakit islam
2109	rsia	rahasia
2110	rsj	rumah sakit jiwa
2111	ruko	rumah toko
2112	rules	peraturan
2113	rumoh	rumah
2114	runners	pelari
2115	saay	sayang
2116	sadari	menyadari
2117	saha	siapa
2118	sahabat2	sahabat-sahabat
2119	saia	saya
2120	saiki	sekarang
2121	salahin	salahkan
2122	salalu	salahmu
2123	salfok	salah fokus
2124	sallam	salam
2125	sama2	sama-sama
2126	samaa	sama
2127	samaaa	sama
2128	samaan	sama
2129	samasama	sama-sama
2130	sambel	sambal
2131	samo	hanya
2132	sampe	sampai
2133	sampek	sampai
2134	samperin	menyamperi
2135	sampun	sudah
2136	samsek	sama sekali
2137	sange	bergairah
2138	santuy	santai
2139	saos	saus
2140	sape	siapa
2141	sareng	bersama
2142	satay	sate
2143	satgas	satuan tugas
2144	satker	satuan kerja
2145	satnight	malam minggu
2146	satnite	sabtu malam
2147	satpol	satuan polisi
2148	satu2	satu-satu
2149	satu2nya	satu-satunya
2150	saturday	sabtu
2151	saudara2	saudara-saudara
2152	says	mengatakan
2153	sbb	maaf baru balas
2154	sbg	sebagai
2155	sblm	sebelum
2156	sbnrnya	sebenarnya
2157	sby	surabaya
2158	scared	ditakuti
2159	sd	sekolah dasar
2160	sdah	sudah
2161	sdg	sedang
2162	sdh	sudah
2163	sdr	saudara
2164	se	sih
2165	seafood	hidangan laut
2166	seasons	musim-musim
2167	sebelom	sebelum
2168	sebenernya	sebenarnya
2169	sebrang	seberang
2170	seconds	detik
2171	sedi	sedih
2172	sedikitpun	sedikit pun
2173	sedulur	sekeluarga
2174	seems	sepertinya
2175	segampang	semudah
2176	segede	sebesar
2177	seger	segar
2178	segini	sebegini
2179	segitu	sebegitu
2180	sehat2	sehat-sehat
2181	sekali2	sekali-sekali
2182	sekotong	sepotong
2183	selebgram	selebriti instagram
2184	selow	lambat
2185	semalem	semalam
2186	semangatt	semangat
2187	semangattt	semangat
2188	sempet	sempat
2189	sempre	pernah
2190	semuaa	semua
2191	semuaaa	semua
2192	seneng	senang
2193	senengnya	senangnya
2194	sensi	sensitif
2195	senyum2	senyum-senyum
2196	senyumin	memberi senyum
2197	serem	seram
2198	serie	seri
2199	sering2	sering-sering
2200	seringkali	sering kali
2201	seriusan	serius
2202	seruuu	seru
2203	served	disajikan
2204	services	layanan
2205	sesok	esok
2206	sesuk	besok
2207	sg	Singapura
2208	sgala	segala
2209	sgt	sangat
2210	shades	corak
2211	shalat	salat
2212	shared	dibagi
2213	sharing	berbagi
2214	shes	dia
2215	shit	tahi
2216	shoes	sepatu
2217	sholat	salat
2218	sholeh	saleh
2219	shopz	toko-toko
2220	shows	menunjukkan
2221	shubuh	subuh
2222	sia2	sia-sia
2223	siang2	siang-siang
2224	siap2	siap-siap
2225	siapapun	siapa pun
2226	siapin	menyiapkan
2227	siapo	siapa
2228	siapp	siap
2229	siblings	saudara
2230	sich	sih
2231	sihh	sih
2232	siii	sih
2233	sik	sebentar
2234	silaturrahmi	silaturahmi
2235	simpen	simpan
2236	sintesa	sintesis
2237	sisters	saudara perempuan
2238	sj	saja
2239	sja	saja
2240	sk	suka
2241	ska	suka
2242	skali	sekali
2243	skalian	sekalian
2244	skarang	sekarang
2245	skg	sekarang
2246	skills	keterampilan
2247	skli	sekali
2248	skolah	sekolah
2249	skr	sekarang
2250	skrang	sekarang
2251	skrg	sekarang
2252	skrng	sekarang
2253	skuad	geng
2254	skuy	ayo
2255	skyline	kaki langit
2256	slalu	selalu
2257	slamat	selamat
2258	slamet	selamat
2259	slh	salah
2260	sll	selalu
2261	sllu	selalu
2262	slmt	selamat
2263	sm	sama
2264	smangat	semangat
2265	smbil	sambil
2266	smg	semoga
2267	smga	semoga
2268	smiles	senyuman
2269	smlm	semalam
2270	smo	sampai
2271	smoga	semoga
2272	smp	sampai
2273	smpai	sampai
2274	smpe	sampai
2275	smua	semua
2276	smuanya	semuanya
2277	snapchat	Snapchat
2278	sndiri	sendiri
2279	sndri	sendiri
2280	sni	sini
2281	snorkling	snorkeling
2282	so	jadi
2283	soale	soalnya
2284	soalnya	karena
2285	sodara	saudara
2286	soleh	saleh
2287	somay	siomay
2288	someones	seseorang
2289	songo	sembilan
2290	songs	lagu-lagu
2291	sooo	jadi
2292	sopo	siapa
2293	sosmed	sosial media
2294	soulmate	belahan jiwa
2295	souls	jiwa
2296	sounds	suara
2297	spam	pesan sampah
2298	spd	sarjana pendidikan
2299	sperti	seperti
2300	spn	surat pembendaharaan negara
2301	sprei	seprai
2302	sprti	seperti
2303	spt	seperti
